Team Name,roster_person_fullName,roster_person_id,_Null_,active,alternateCaptain,birthCity,birthCountry,birthDate,birthStateProvince,captain,currentAge,currentTeam_id,currentTeam_link,currentTeam_name,firstName,fullName,height,id,lastName,link,nationality,primaryNumber,primaryPosition_abbreviation,primaryPosition_code,primaryPosition_name,primaryPosition_type,rookie,rosterStatus,shootsCatches,weight
Columbus Blue Jackets,Boone Jenner,8476432,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Dorchester,CAN,1993-06-15,ON,0,26,29,/api/v1/teams/29,Columbus Blue Jackets,Boone,Boone Jenner,"6' 2""",8476432,Jenner,/api/v1/people/8476432,CAN,38,C,C,Center,Forward,0,Y,L,208
Columbus Blue Jackets,Brandon Dubinsky,8471273,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Anchorage,USA,1986-04-29,AK,0,33,29,/api/v1/teams/29,Columbus Blue Jackets,Brandon,Brandon Dubinsky,"6' 2""",8471273,Dubinsky,/api/v1/people/8471273,USA,17,C,C,Center,Forward,0,I,L,208
Columbus Blue Jackets,Cam Atkinson,8474715,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Riverside,USA,1989-06-05,CT,0,30,29,/api/v1/teams/29,Columbus Blue Jackets,Cam,Cam Atkinson,"5' 8""",8474715,Atkinson,/api/v1/people/8474715,USA,13,RW,R,Right Wing,Forward,0,Y,R,175
Columbus Blue Jackets,David Savard,8475233,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,St. Hyacinthe,CAN,1990-10-22,QC,0,29,29,/api/v1/teams/29,Columbus Blue Jackets,David,David Savard,"6' 2""",8475233,Savard,/api/v1/people/8475233,CAN,58,D,D,Defenseman,Defenseman,0,Y,R,229
Columbus Blue Jackets,Dean Kukan,8478567,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Volketswil,CHE,1993-07-08,"",0,26,29,/api/v1/teams/29,Columbus Blue Jackets,Dean,Dean Kukan,"6' 2""",8478567,Kukan,/api/v1/people/8478567,CHE,46,D,D,Defenseman,Defenseman,0,I,L,192
Columbus Blue Jackets,Elvis Merzlikins,8478007,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Riga,LVA,1994-04-13,"",0,25,29,/api/v1/teams/29,Columbus Blue Jackets,Elvis,Elvis Merzlikins,"6' 3""",8478007,Merzlikins,/api/v1/people/8478007,LVA,90,G,G,Goalie,Goalie,1,Y,L,181
Columbus Blue Jackets,Emil Bemstrom,8480205,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Nykoping,SWE,1999-06-01,"",0,20,29,/api/v1/teams/29,Columbus Blue Jackets,Emil,Emil Bemstrom,"6' 0""",8480205,Bemstrom,/api/v1/people/8480205,SWE,52,C,C,Center,Forward,1,Y,R,190
Columbus Blue Jackets,Eric Robinson,8480762,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Bellmawr,USA,1995-06-14,NJ,0,24,29,/api/v1/teams/29,Columbus Blue Jackets,Eric,Eric Robinson,"6' 2""",8480762,Robinson,/api/v1/people/8480762,USA,50,LW,L,Left Wing,Forward,1,Y,L,197
Columbus Blue Jackets,Gabriel Carlsson,8478506,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Orebro,SWE,1997-01-02,"",0,23,29,/api/v1/teams/29,Columbus Blue Jackets,Gabriel,Gabriel Carlsson,"6' 5""",8478506,Carlsson,/api/v1/people/8478506,SWE,53,D,D,Defenseman,Defenseman,1,Y,L,192
Columbus Blue Jackets,Gustav Nyquist,8474679,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Halmstad,SWE,1989-09-01,"",0,30,29,/api/v1/teams/29,Columbus Blue Jackets,Gustav,Gustav Nyquist,"5' 11""",8474679,Nyquist,/api/v1/people/8474679,SWE,14,C,C,Center,Forward,0,Y,L,179
Columbus Blue Jackets,Jakob Lilja,8481650,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Malmo,SWE,1993-07-23,"",0,26,29,/api/v1/teams/29,Columbus Blue Jackets,Jakob,Jakob Lilja,"6' 1""",8481650,Lilja,/api/v1/people/8481650,SWE,15,LW,L,Left Wing,Forward,0,Y,L,196
Columbus Blue Jackets,Joonas Korpisalo,8476914,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Pori,FIN,1994-04-28,"",0,25,29,/api/v1/teams/29,Columbus Blue Jackets,Joonas,Joonas Korpisalo,"6' 3""",8476914,Korpisalo,/api/v1/people/8476914,FIN,70,G,G,Goalie,Goalie,0,Y,L,191
Columbus Blue Jackets,Josh Anderson,8476981,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Burlington,CAN,1994-05-07,ON,0,25,29,/api/v1/teams/29,Columbus Blue Jackets,Josh,Josh Anderson,"6' 3""",8476981,Anderson,/api/v1/people/8476981,CAN,77,RW,R,Right Wing,Forward,0,I,R,222
Columbus Blue Jackets,Kevin Stenlund,8478831,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Stockholm,SWE,1996-09-20,"",0,23,29,/api/v1/teams/29,Columbus Blue Jackets,Kevin,Kevin Stenlund,"6' 4""",8478831,Stenlund,/api/v1/people/8478831,SWE,11,C,C,Center,Forward,1,Y,R,209
Columbus Blue Jackets,Liam Foudy,8480853,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Scarborough,CAN,2000-02-04,ON,0,20,29,/api/v1/teams/29,Columbus Blue Jackets,Liam,Liam Foudy,"6' 2""",8480853,Foudy,/api/v1/people/8480853,CAN,19,C,C,Center,Forward,1,N,L,182
Columbus Blue Jackets,Markus Nutivaara,8478906,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Oulu,FIN,1994-06-06,"",0,25,29,/api/v1/teams/29,Columbus Blue Jackets,Markus,Markus Nutivaara,"6' 1""",8478906,Nutivaara,/api/v1/people/8478906,FIN,65,D,D,Defenseman,Defenseman,0,Y,L,187
Columbus Blue Jackets,Matiss Kivlenieks,8480162,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Riga,LVA,1996-08-26,"",0,23,29,/api/v1/teams/29,Columbus Blue Jackets,Matiss,Matiss Kivlenieks,"6' 2""",8480162,Kivlenieks,/api/v1/people/8480162,USA,80,G,G,Goalie,Goalie,1,Y,L,178
Columbus Blue Jackets,Nathan Gerbe,8471804,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Oxford,USA,1987-07-24,MI,0,32,29,/api/v1/teams/29,Columbus Blue Jackets,Nathan,Nathan Gerbe,"5' 4""",8471804,Gerbe,/api/v1/people/8471804,USA,24,C,C,Center,Forward,0,Y,L,169
Columbus Blue Jackets,Nick Foligno,8473422,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Buffalo,USA,1987-10-31,NY,1,32,29,/api/v1/teams/29,Columbus Blue Jackets,Nick,Nick Foligno,"6' 0""",8473422,Foligno,/api/v1/people/8473422,USA,71,LW,L,Left Wing,Forward,0,Y,L,208
Columbus Blue Jackets,Oliver Bjorkstrand,8477416,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Herning,DNK,1995-04-10,"",0,24,29,/api/v1/teams/29,Columbus Blue Jackets,Oliver,Oliver Bjorkstrand,"6' 0""",8477416,Bjorkstrand,/api/v1/people/8477416,DNK,28,RW,R,Right Wing,Forward,0,Y,R,177
Columbus Blue Jackets,Pierre-Luc Dubois,8479400,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Ste-Agathe-des-Monts,CAN,1998-06-24,QC,0,21,29,/api/v1/teams/29,Columbus Blue Jackets,Pierre-Luc,Pierre-Luc Dubois,"6' 3""",8479400,Dubois,/api/v1/people/8479400,CAN,18,C,C,Center,Forward,0,Y,L,218
Columbus Blue Jackets,Riley Nash,8474062,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Consort,CAN,1989-05-09,AB,0,30,29,/api/v1/teams/29,Columbus Blue Jackets,Riley,Riley Nash,"6' 2""",8474062,Nash,/api/v1/people/8474062,CAN,20,C,C,Center,Forward,0,Y,R,185
Columbus Blue Jackets,Ryan Murray,8476850,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Regina,CAN,1993-09-27,SK,0,26,29,/api/v1/teams/29,Columbus Blue Jackets,Ryan,Ryan Murray,"6' 1""",8476850,Murray,/api/v1/people/8476850,CAN,27,D,D,Defenseman,Defenseman,0,I,L,206
Columbus Blue Jackets,Scott Harrington,8476449,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Kingston,CAN,1993-03-10,ON,0,26,29,/api/v1/teams/29,Columbus Blue Jackets,Scott,Scott Harrington,"6' 2""",8476449,Harrington,/api/v1/people/8476449,CAN,4,D,D,Defenseman,Defenseman,0,Y,L,204
Columbus Blue Jackets,Seth Jones,8477495,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Arlington,USA,1994-10-03,TX,0,25,29,/api/v1/teams/29,Columbus Blue Jackets,Seth,Seth Jones,"6' 4""",8477495,Jones,/api/v1/people/8477495,USA,3,D,D,Defenseman,Defenseman,0,I,R,209
Columbus Blue Jackets,Sonny Milano,8477947,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Massapequa,USA,1996-05-12,NY,0,23,29,/api/v1/teams/29,Columbus Blue Jackets,Sonny,Sonny Milano,"6' 0""",8477947,Milano,/api/v1/people/8477947,USA,22,LW,L,Left Wing,Forward,0,Y,L,194
Columbus Blue Jackets,Vladislav Gavrikov,8478882,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Yaroslavl,RUS,1995-11-21,"",0,24,29,/api/v1/teams/29,Columbus Blue Jackets,Vladislav,Vladislav Gavrikov,"6' 3""",8478882,Gavrikov,/api/v1/people/8478882,RUS,44,D,D,Defenseman,Defenseman,1,Y,L,213
Columbus Blue Jackets,Zach Werenski,8478460,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Grosse Pointe,USA,1997-07-19,MI,0,22,29,/api/v1/teams/29,Columbus Blue Jackets,Zach,Zach Werenski,"6' 2""",8478460,Werenski,/api/v1/people/8478460,USA,8,D,D,Defenseman,Defenseman,0,Y,L,212
Dallas Stars,Alexander Radulov,8471228,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Nizhny Tagil,RUS,1986-07-05,"",0,33,25,/api/v1/teams/25,Dallas Stars,Alexander,Alexander Radulov,"6' 1""",8471228,Radulov,/api/v1/people/8471228,RUS,47,RW,R,Right Wing,Forward,0,I,L,205
Dallas Stars,Andrej Sekera,8471284,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Bojnice,SVK,1986-06-08,"",0,33,25,/api/v1/teams/25,Dallas Stars,Andrej,Andrej Sekera,"6' 0""",8471284,Sekera,/api/v1/people/8471284,SVK,5,D,D,Defenseman,Defenseman,0,Y,L,195
Dallas Stars,Andrew Cogliano,8471699,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Toronto,CAN,1987-06-14,ON,0,32,25,/api/v1/teams/25,Dallas Stars,Andrew,Andrew Cogliano,"5' 10""",8471699,Cogliano,/api/v1/people/8471699,CAN,11,C,C,Center,Forward,0,Y,L,175
Dallas Stars,Anton Khudobin,8471418,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Ust-Kamenogorsk,KAZ,1986-05-07,"",0,33,25,/api/v1/teams/25,Dallas Stars,Anton,Anton Khudobin,"5' 11""",8471418,Khudobin,/api/v1/people/8471418,RUS,35,G,G,Goalie,Goalie,0,Y,L,195
Dallas Stars,Ben Bishop,8471750,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Denver,USA,1986-11-21,CO,0,33,25,/api/v1/teams/25,Dallas Stars,Ben,Ben Bishop,"6' 7""",8471750,Bishop,/api/v1/people/8471750,USA,30,G,G,Goalie,Goalie,0,Y,L,210
Dallas Stars,Blake Comeau,8471260,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Meadow Lake,CAN,1986-02-18,SK,0,33,25,/api/v1/teams/25,Dallas Stars,Blake,Blake Comeau,"6' 1""",8471260,Comeau,/api/v1/people/8471260,CAN,15,LW,L,Left Wing,Forward,0,Y,R,200
Dallas Stars,Corey Perry,8470621,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Peterborough,CAN,1985-05-16,ON,0,34,25,/api/v1/teams/25,Dallas Stars,Corey,Corey Perry,"6' 3""",8470621,Perry,/api/v1/people/8470621,CAN,10,RW,R,Right Wing,Forward,0,Y,R,205
Dallas Stars,Denis Gurianov,8478495,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Togliatti,RUS,1997-06-07,"",0,22,25,/api/v1/teams/25,Dallas Stars,Denis,Denis Gurianov,"6' 3""",8478495,Gurianov,/api/v1/people/8478495,RUS,34,RW,R,Right Wing,Forward,1,Y,L,200
Dallas Stars,Esa Lindell,8476902,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Vantaa,FIN,1994-05-23,"",0,25,25,/api/v1/teams/25,Dallas Stars,Esa,Esa Lindell,"6' 3""",8476902,Lindell,/api/v1/people/8476902,FIN,23,D,D,Defenseman,Defenseman,0,Y,L,215
Dallas Stars,Jamie Benn,8473994,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Victoria,CAN,1989-07-18,BC,1,30,25,/api/v1/teams/25,Dallas Stars,Jamie,Jamie Benn,"6' 2""",8473994,Benn,/api/v1/people/8473994,CAN,14,LW,L,Left Wing,Forward,0,Y,L,210
Dallas Stars,Jamie Oleksiak,8476467,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Toronto,CAN,1992-12-21,ON,0,27,25,/api/v1/teams/25,Dallas Stars,Jamie,Jamie Oleksiak,"6' 7""",8476467,Oleksiak,/api/v1/people/8476467,CAN,2,D,D,Defenseman,Defenseman,0,Y,L,255
Dallas Stars,Jason Dickinson,8477450,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Georgetown,CAN,1995-07-04,ON,0,24,25,/api/v1/teams/25,Dallas Stars,Jason,Jason Dickinson,"6' 2""",8477450,Dickinson,/api/v1/people/8477450,CAN,18,C,C,Center,Forward,0,Y,L,200
Dallas Stars,Joe Pavelski,8470794,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Plover,USA,1984-07-11,WI,0,35,25,/api/v1/teams/25,Dallas Stars,Joe,Joe Pavelski,"5' 11""",8470794,Pavelski,/api/v1/people/8470794,USA,16,C,C,Center,Forward,0,Y,R,195
Dallas Stars,Joel Kiviranta,8481641,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Vantaa,FIN,1996-03-23,"",0,23,25,/api/v1/teams/25,Dallas Stars,Joel,Joel Kiviranta,"5' 11""",8481641,Kiviranta,/api/v1/people/8481641,FIN,25,LW,L,Left Wing,Forward,1,Y,L,180
Dallas Stars,John Klingberg,8475906,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Gothenburg,SWE,1992-08-14,"",0,27,25,/api/v1/teams/25,Dallas Stars,John,John Klingberg,"6' 3""",8475906,Klingberg,/api/v1/people/8475906,SWE,3,D,D,Defenseman,Defenseman,0,Y,R,190
Dallas Stars,Justin Dowling,8475413,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Calgary,CAN,1990-10-01,AB,0,29,25,/api/v1/teams/25,Dallas Stars,Justin,Justin Dowling,"5' 10""",8475413,Dowling,/api/v1/people/8475413,CAN,37,C,C,Center,Forward,0,Y,L,180
Dallas Stars,Martin Hanzal,8471691,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Pisek,CZE,1987-02-20,"",0,32,25,/api/v1/teams/25,Dallas Stars,Martin,Martin Hanzal,"6' 6""",8471691,Hanzal,/api/v1/people/8471691,CZE,40,C,C,Center,Forward,0,I,L,230
Dallas Stars,Mattias Janmark,8477406,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Danderyd,SWE,1992-12-08,"",0,27,25,/api/v1/teams/25,Dallas Stars,Mattias,Mattias Janmark,"6' 1""",8477406,Janmark,/api/v1/people/8477406,SWE,13,C,C,Center,Forward,0,Y,L,195
Dallas Stars,Miro Heiskanen,8480036,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Espoo,FIN,1999-07-18,"",0,20,25,/api/v1/teams/25,Dallas Stars,Miro,Miro Heiskanen,"6' 1""",8480036,Heiskanen,/api/v1/people/8480036,FIN,4,D,D,Defenseman,Defenseman,0,Y,L,190
Dallas Stars,Radek Faksa,8476889,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Vitkov,CZE,1994-01-09,"",0,26,25,/api/v1/teams/25,Dallas Stars,Radek,Radek Faksa,"6' 3""",8476889,Faksa,/api/v1/people/8476889,CZE,12,C,C,Center,Forward,0,Y,L,220
Dallas Stars,Roman Polak,8471392,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Ostrava,CZE,1986-04-28,"",0,33,25,/api/v1/teams/25,Dallas Stars,Roman,Roman Polak,"6' 2""",8471392,Polak,/api/v1/people/8471392,CZE,45,D,D,Defenseman,Defenseman,0,Y,R,240
Dallas Stars,Roope Hintz,8478449,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Tampere,FIN,1996-11-17,"",0,23,25,/api/v1/teams/25,Dallas Stars,Roope,Roope Hintz,"6' 3""",8478449,Hintz,/api/v1/people/8478449,FIN,24,LW,L,Left Wing,Forward,0,Y,L,220
Dallas Stars,Stephen Johns,8475730,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Ellwood City,USA,1992-04-18,PA,0,27,25,/api/v1/teams/25,Dallas Stars,Stephen,Stephen Johns,"6' 4""",8475730,Johns,/api/v1/people/8475730,USA,28,D,D,Defenseman,Defenseman,0,Y,R,225
Dallas Stars,Taylor Fedun,8476166,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Edmonton,CAN,1988-06-04,AB,0,31,25,/api/v1/teams/25,Dallas Stars,Taylor,Taylor Fedun,"6' 1""",8476166,Fedun,/api/v1/people/8476166,CAN,42,D,D,Defenseman,Defenseman,0,Y,R,200
Dallas Stars,Tyler Seguin,8475794,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Brampton,CAN,1992-01-31,ON,0,28,25,/api/v1/teams/25,Dallas Stars,Tyler,Tyler Seguin,"6' 1""",8475794,Seguin,/api/v1/people/8475794,CAN,91,C,C,Center,Forward,0,Y,R,200
Detroit Red Wings,Adam Erne,8477454,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,New Haven,USA,1995-04-20,CT,0,24,17,/api/v1/teams/17,Detroit Red Wings,Adam,Adam Erne,"6' 1""",8477454,Erne,/api/v1/people/8477454,USA,73,LW,L,Left Wing,Forward,0,Y,L,212
Detroit Red Wings,Alex Biega,8473415,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Montreal,CAN,1988-04-04,QC,0,31,17,/api/v1/teams/17,Detroit Red Wings,Alex,Alex Biega,"5' 10""",8473415,Biega,/api/v1/people/8473415,CAN,3,D,D,Defenseman,Defenseman,0,Y,R,199
Detroit Red Wings,Andreas Athanasiou,8476960,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Woodbridge,CAN,1994-08-06,ON,0,25,17,/api/v1/teams/17,Detroit Red Wings,Andreas,Andreas Athanasiou,"6' 2""",8476960,Athanasiou,/api/v1/people/8476960,CAN,72,LW,L,Left Wing,Forward,0,Y,L,188
Detroit Red Wings,Anthony Mantha,8477511,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Longueuil,CAN,1994-09-16,QC,0,25,17,/api/v1/teams/17,Detroit Red Wings,Anthony,Anthony Mantha,"6' 5""",8477511,Mantha,/api/v1/people/8477511,CAN,39,RW,R,Right Wing,Forward,0,Y,L,234
Detroit Red Wings,Brendan Perlini,8477943,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Guildford,GBR,1996-04-27,"",0,23,17,/api/v1/teams/17,Detroit Red Wings,Brendan,Brendan Perlini,"6' 3""",8477943,Perlini,/api/v1/people/8477943,GBR,29,LW,L,Left Wing,Forward,0,Y,L,211
Detroit Red Wings,Christoffer Ehn,8478036,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Skara,SWE,1996-04-05,"",0,23,17,/api/v1/teams/17,Detroit Red Wings,Christoffer,Christoffer Ehn,"6' 3""",8478036,Ehn,/api/v1/people/8478036,SWE,70,C,C,Center,Forward,0,Y,L,195
Detroit Red Wings,Danny DeKeyser,8477215,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Detroit,USA,1990-03-07,MI,0,29,17,/api/v1/teams/17,Detroit Red Wings,Danny,Danny DeKeyser,"6' 3""",8477215,DeKeyser,/api/v1/people/8477215,USA,65,D,D,Defenseman,Defenseman,0,I,L,190
Detroit Red Wings,Darren Helm,8471794,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,St. Andrews,CAN,1987-01-21,MB,0,33,17,/api/v1/teams/17,Detroit Red Wings,Darren,Darren Helm,"6' 0""",8471794,Helm,/api/v1/people/8471794,CAN,43,LW,L,Left Wing,Forward,0,Y,L,192
Detroit Red Wings,Dennis Cholowski,8479395,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Langley,CAN,1998-02-15,BC,0,22,17,/api/v1/teams/17,Detroit Red Wings,Dennis,Dennis Cholowski,"6' 2""",8479395,Cholowski,/api/v1/people/8479395,CAN,21,D,D,Defenseman,Defenseman,0,Y,L,197
Detroit Red Wings,Dylan Larkin,8477946,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Waterford,USA,1996-07-30,MI,0,23,17,/api/v1/teams/17,Detroit Red Wings,Dylan,Dylan Larkin,"6' 1""",8477946,Larkin,/api/v1/people/8477946,USA,71,C,C,Center,Forward,0,Y,L,198
Detroit Red Wings,Filip Hronek,8479425,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Hradec Králové,CZE,1997-11-02,"",0,22,17,/api/v1/teams/17,Detroit Red Wings,Filip,Filip Hronek,"6' 0""",8479425,Hronek,/api/v1/people/8479425,CZE,17,D,D,Defenseman,Defenseman,0,Y,R,183
Detroit Red Wings,Filip Zadina,8480821,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Pardubice,CZE,1999-11-27,"",0,20,17,/api/v1/teams/17,Detroit Red Wings,Filip,Filip Zadina,"6' 0""",8480821,Zadina,/api/v1/people/8480821,CZE,11,RW,R,Right Wing,Forward,1,I,L,189
